cell_id,grid_x,grid_y,area_km2,building_count,building_footprint_m2,median_building_footprint_m2,building_footprint_share,building_density_km2,poi_count,poi_density_km2,poi_healthcare,poi_healthcare_density_km2,poi_education,poi_education_density_km2,poi_food_drink,poi_food_drink_density_km2,poi_retail_markets,poi_retail_markets_density_km2,poi_transport,poi_transport_density_km2,poi_civic_religious,poi_civic_religious_density_km2,poi_recreation_culture,poi_recreation_culture_density_km2,poi_other,poi_other_density_km2,distance_healthcare_m,distance_education_m,distance_market_m,distance_park_m,distance_transport_m,landuse_residential_share,landuse_commercial_share,landuse_industrial_share,landuse_institutional_share,landuse_green_share,landuse_transport_share,landuse_other_share,mapped_landuse_share,road_length_km,road_density_km_km2,intersection_count,intersection_density_km2,cell_neighbor_count,cell_degree_centrality,cell_betweenness_centrality,cluster_id,pca_1,pca_2,urban_class
C000_010,0,10,0.19717,304.0,20147.763268,31.837432,0.102185,1541.816818,3,15.215298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.215298,2491.511834,429.450659,924.619164,501.490344,429.450659,0.291702,0.0,0.258511,0.0,0.0,0.0,0.0,0.550213,1.178239,5.975752,3,15.215298,3,0.004673,0.0,1,-3.411812,-3.55041,Cluster 1 · market-distant / service-light
C000_011,0,11,0.33823,561.0,20738.914742,26.659169,0.061316,1658.635568,2,5.913139,0,0.0,0,0.0,0,0.0,1,2.95657,0,0.0,0,0.0,0,0.0,1,2.95657,2834.405535,465.943956,128.634776,393.645789,466.009617,0.236085,0.0,0.167517,0.0,0.0,0.0,0.0,0.403602,2.82733,8.359198,10,29.565696,5,0.007788,0.000512,1,-2.660902,-2.388206,Cluster 1 · market-distant / service-light
C000_012,0,12,0.327572,64.0,5532.09658,24.239159,0.016888,195.377181,2,6.105537,0,0.0,0,0.0,0,0.0,1,3.052768,0,0.0,0,0.0,0,0.0,1,3.052768,2956.122542,1170.172727,652.809765,1090.542384,1170.249057,0.0,0.0,0.253587,0.0,0.0,0.0,0.0,0.253587,1.882125,5.745691,8,24.422148,5,0.007788,0.000773,1,-4.076805,-1.983759,Cluster 1 · market-distant / service-light
C000_013,0,13,0.316913,25.0,2087.074123,70.817946,0.006586,78.885947,1,3.155438,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.155438,2805.360778,1063.59939,1356.386853,1829.94791,1684.636026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545854,1.722407,0,0.0,5,0.007788,0.000937,1,-5.241907,-0.917339,Cluster 1 · market-distant / service-light
C000_014,0,14,0.306255,102.0,13927.089569,47.996685,0.045475,333.055861,2,6.530507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.530507,2478.543516,369.450421,1257.309436,2575.507133,1642.49229,0.0,0.0,0.214801,0.0,0.0,0.0,0.0,0.214801,2.585553,8.442486,7,22.856775,5,0.007788,0.001045,1,-4.153577,-2.200945,Cluster 1 · market-distant / service-light
C000_015,0,15,0.295597,21.0,5548.691367,33.782623,0.018771,71.042757,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2268.850557,508.711931,1564.279296,2657.481062,1919.02691,0.0,0.0,0.23056,0.0,0.0,0.0,0.0,0.23056,1.118992,3.785536,0,0.0,5,0.007788,0.001115,1,-5.318289,-1.359792,Cluster 1 · market-distant / service-light
C000_016,0,16,0.284938,27.0,7423.746622,39.557358,0.026054,94.757342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2297.235015,1227.266484,2106.706765,2723.655416,2406.792184,0.0,0.0,0.358061,0.0,0.0,0.0,0.0,0.358061,0.842237,2.955857,2,7.019062,5,0.007788,0.001153,1,-5.402158,-1.788711,Cluster 1 · market-distant / service-light
C000_017,0,17,0.27428,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2555.7769,1969.436262,2057.390218,2788.765598,2853.16711,0.0,0.0,0.0,0.0,0.0,0.0,0.463498,0.463498,1.435231,5.23272,3,10.937726,5,0.007788,0.001162,1,-5.757263,-0.499792,Cluster 1 · market-distant / service-light
C000_018,0,18,0.263622,48.0,2684.732024,52.786854,0.010184,182.079055,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2985.264374,1966.560469,1505.13981,2239.987485,3038.013365,0.0,0.0,0.0,0.0,0.0,0.0,0.70508,0.70508,0.526645,1.99773,2,7.586627,5,0.007788,0.001138,1,-5.31606,-1.350505,Cluster 1 · market-distant / service-light
C000_019,0,19,0.252963,135.0,7946.856124,50.359787,0.031415,533.673913,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3031.395098,1684.428517,1192.953546,1491.985183,3154.042733,0.0,0.0,0.0,0.0,0.0,0.0,0.062689,0.062689,0.178603,0.706042,0,0.0,5,0.007788,0.001071,1,-5.432913,-1.210523,Cluster 1 · market-distant / service-light
C000_020,0,20,0.242305,28.0,1465.846635,38.615913,0.00605,115.55676,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3000.768324,1033.046222,1306.11311,748.061908,3253.305808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.240375,5.11906,2,8.254054,5,0.007788,0.000936,1,-4.808962,-1.352952,Cluster 1 · market-distant / service-light
C000_021,0,21,0.227696,395.0,24643.393435,48.042512,0.108229,1734.769314,1,4.391821,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.391821,3131.987853,659.394218,1713.034792,145.630996,2870.465763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.274752,5.598481,6,26.350926,5,0.007788,0.000679,1,-3.589493,-2.080863,Cluster 1 · market-distant / service-light
C000_022,0,22,0.071607,11.0,793.426452,53.086794,0.01108,153.617325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3349.201608,437.6802,2261.981068,673.478333,2166.049381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363754,5.079897,0,0.0,3,0.004673,0.0,1,-5.087593,-2.2881,Cluster 1 · market-distant / service-light
C001_009,1,9,0.211316,150.0,7237.354621,31.488479,0.034249,709.835763,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1644.792966,1194.69431,1311.901968,1025.89783,1194.69431,0.085742,0.0,0.253212,0.0,0.0,0.0,0.0,0.338954,0.994574,4.706561,4,18.928954,3,0.004673,0.0,1,-4.536099,-3.274465,Cluster 1 · market-distant / service-light
C001_010,1,10,0.557989,86.0,9752.702428,49.090147,0.017478,154.124944,11,19.713656,0,0.0,2,3.584301,0,0.0,2,3.584301,1,1.792151,0,0.0,0,0.0,6,10.752903,2085.7223,468.810111,1052.838396,532.503477,468.810111,0.0,0.0,0.243894,0.0,0.0,0.0,0.0,0.243894,2.998518,5.373796,5,8.960753,7,0.010903,0.002527,5,-2.976584,-0.538357,Cluster 5 · limited retail / low building coverage
C001_011,1,11,0.5625,78.0,9232.66464,42.967047,0.016414,138.666667,5,8.888889,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1,1.777778,3,5.333333,2261.247818,530.767519,685.688002,484.577837,530.826834,0.0,0.0,0.240783,0.0,0.0,0.0,0.0,0.240783,2.295271,4.080482,5,8.888889,8,0.012461,0.004476,5,-3.213319,0.214606,Cluster 5 · limited retail / low building coverage
C001_012,1,12,0.5625,39.0,10141.940751,32.790749,0.01803,69.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2399.938597,1198.902146,937.35283,1128.012715,1198.977379,0.0,0.0,0.305833,0.0,0.0,0.0,0.0,0.305833,1.844833,3.279703,3,5.333333,8,0.012461,0.00504,4,-4.661186,0.261893,Cluster 4 · road-sparse / intersection-sparse
C001_013,1,13,0.5625,370.0,17462.9899,37.557492,0.031045,657.777778,2,3.555556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.555556,2220.570111,1091.142426,849.971431,1853.377914,1131.015919,0.001386,0.0,0.118367,0.0,0.0,0.0,0.0,0.119752,2.289355,4.069964,4,7.111111,8,0.012461,0.005572,5,-4.081085,-0.035394,Cluster 5 · limited retail / low building coverage
C001_014,1,14,0.5625,216.0,28536.293755,45.142899,0.050731,384.0,6,10.666667,0,0.0,2,3.555556,2,3.555556,1,1.777778,0,0.0,0,0.0,0,0.0,1,1.777778,1964.837263,446.902261,693.649987,2011.49818,1077.955023,0.006208,0.0,0.165692,0.0,0.0,0.0,0.0,0.1719,3.706323,6.589019,12,21.333333,8,0.012461,0.005937,5,-2.973983,-0.230924,Cluster 5 · limited retail / low building coverage
C001_015,1,15,0.5625,68.0,11432.443488,25.78027,0.020324,120.888889,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1702.104315,577.798813,1168.267595,2086.069854,1473.016311,0.0,0.0,0.310033,0.0,0.0,0.0,0.0,0.310033,1.184136,2.105131,0,0.0,8,0.012461,0.006177,4,-4.784733,0.404724,Cluster 4 · road-sparse / intersection-sparse
C001_016,1,16,0.5625,49.0,11676.957942,33.694775,0.020759,87.111111,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1748.923306,1258.861335,1836.722092,2178.408124,2074.26302,0.0,0.0,0.273726,0.0,0.0,0.0,0.0,0.273726,1.48841,2.646063,2,3.555556,8,0.012461,0.00631,4,-4.890813,0.314494,Cluster 4 · road-sparse / intersection-sparse
C001_017,1,17,0.5625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2084.539843,1489.142974,1792.112153,2272.717024,2301.409583,0.0,0.0,0.004367,0.0,0.0,0.0,0.394934,0.399301,0.363218,0.64572,1,1.777778,8,0.012461,0.006342,4,-5.753175,1.830823,Cluster 4 · road-sparse / intersection-sparse
C001_018,1,18,0.5625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2599.399928,1421.719183,1123.021735,2072.364803,2534.874325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,8,0.012461,0.006265,4,-5.953387,2.050949,Cluster 4 · road-sparse / intersection-sparse
C001_019,1,19,0.5625,3.0,110.576677,34.715974,0.000197,5.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2495.744514,1553.362144,660.067925,1536.25938,2610.6057,0.0,0.0,0.035253,0.0,0.0,0.0,0.893259,0.928513,0.183138,0.325579,0,0.0,8,0.012461,0.006054,4,-5.547538,1.591148,Cluster 4 · road-sparse / intersection-sparse
C001_020,1,20,0.5625,370.0,19067.958315,38.069776,0.033899,657.777778,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,2467.083962,807.575353,857.438927,834.104146,2737.888425,0.0,0.0,0.036791,0.0,0.0,0.0,0.043688,0.08048,2.677849,4.76062,11,19.555556,8,0.012461,0.005667,5,-3.899039,-0.026454,Cluster 5 · limited retail / low building coverage
C001_021,1,21,0.5625,1030.0,57419.462105,41.223263,0.102079,1831.111111,3,5.333333,0,0.0,1,1.777778,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,1,1.777778,2658.809107,128.148157,1469.596326,395.432128,2637.193893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.306035,9.432951,17,30.222222,8,0.012461,0.005199,5,-2.66727,-0.469271,Cluster 5 · limited retail / low building coverage
C001_022,1,22,0.556673,708.0,42797.466213,45.863571,0.076881,1271.84202,3,5.389161,0,0.0,1,1.796387,0,0.0,0,0.0,0,0.0,0,0.0,1,1.796387,1,1.796387,2981.211588,292.671485,2090.644873,243.034166,1993.885141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.220508,7.581666,13,23.353031,7,0.010903,0.003577,5,-2.940912,-0.787984,Cluster 5 · limited retail / low building coverage
C001_023,1,23,0.391705,219.0,25286.475862,46.963199,0.064555,559.094642,1,2.552944,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.552944,2805.081273,595.552183,2872.592239,907.311033,1173.966279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.825151,4.659508,4,10.211774,5,0.007788,0.001238,1,-4.253242,-1.738733,Cluster 1 · market-distant / service-light
C001_024,1,24,0.15513,269.0,18863.531661,49.107842,0.121598,1734.029692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2155.111318,1357.966975,3168.285415,829.742691,458.549279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221329,7.87294,5,32.231035,4,0.006231,0.000571,1,-3.94908,-2.75687,Cluster 1 · market-distant / service-light
C002_008,2,8,0.204958,40.0,3465.939084,50.433017,0.016911,195.162385,2,9.758119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.87906,1,4.87906,1010.341589,1085.574262,873.879296,173.502014,906.944389,4.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,0.805453,3.929851,3,14.637179,3,0.004673,0.0,1,-3.380903,-2.344923,Cluster 1 · market-distant / service-light
C002_009,2,9,0.557004,169.0,14543.035384,44.153271,0.026109,303.40891,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1114.703678,908.502118,774.684906,664.187478,784.006418,0.041752,0.0,0.167942,0.0,0.0,0.0,0.0,0.209694,0.466956,0.838334,3,5.385957,7,0.010903,0.003425,4,-4.25126,-0.223099,Cluster 4 · road-sparse / intersection-sparse
C002_010,2,10,0.5625,43.0,4387.371184,48.361043,0.0078,76.444444,2,3.555556,0,0.0,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1381.636524,1087.431832,671.254073,1197.842243,1075.253756,0.00251,0.0,0.134715,0.0,0.0,0.0,0.0,0.137224,0.247366,0.439761,0,0.0,8,0.012461,0.00608,4,-4.537987,0.984546,Cluster 4 · road-sparse / intersection-sparse
C002_011,2,11,0.5625,31.0,8974.372164,47.291829,0.015954,55.111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1574.2612,1172.721883,727.434242,1160.78553,1172.749675,0.0,0.0,0.113919,0.0,0.0,0.0,0.0,0.113919,0.255204,0.453695,0,0.0,8,0.012461,0.007447,4,-4.923832,1.132646,Cluster 4 · road-sparse / intersection-sparse
C002_012,2,12,0.5625,46.0,5735.856424,72.342384,0.010197,81.777778,2,3.555556,0,0.0,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1693.638042,909.001727,929.227205,1544.351013,1236.728708,0.294877,0.0,0.065328,0.0,0.003676,0.0,0.0,0.363881,4.144898,7.368708,27,48.0,8,0.012461,0.009122,5,-3.591454,0.325322,Cluster 5 · limited retail / low building coverage
C002_013,2,13,0.5625,1185.0,87314.057499,57.294583,0.155225,2106.666667,23,40.888889,0,0.0,1,1.777778,2,3.555556,6,10.666667,0,0.0,1,1.777778,0,0.0,13,23.111111,1474.190175,493.249707,218.361378,1249.750643,535.992463,0.024232,0.0,0.009737,0.017505,0.0,0.0,0.0,0.051474,3.883396,6.903815,14,24.888889,8,0.012461,0.009935,3,-1.498974,-0.283889,Cluster 3 · building-dense / limited recreation POIs
C002_014,2,14,0.5625,1873.0,124176.25229,48.962762,0.220758,3329.777778,45,80.0,1,1.777778,5,8.888889,4,7.111111,11,19.555556,1,1.777778,0,0.0,2,3.555556,21,37.333333,1378.986785,412.40507,232.366232,1290.706188,412.40507,0.187356,0.0,0.116353,0.0,0.0,0.0,0.0,0.303709,5.048266,8.974696,13,23.111111,8,0.012461,0.010561,3,-0.323764,-0.533067,Cluster 3 · building-dense / limited recreation POIs
C002_015,2,15,0.5625,435.0,28775.218144,48.924541,0.051156,773.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,968.595985,622.807307,955.351147,1337.772371,1085.296256,0.044479,0.0,0.115543,0.0,0.0,0.0,0.0,0.160021,0.809402,1.438936,0,0.0,8,0.012461,0.01098,4,-4.233163,0.606411,Cluster 4 · road-sparse / intersection-sparse
C002_016,2,16,0.5625,4.0,427.678319,93.031337,0.00076,7.111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1048.690522,974.057913,1601.157498,1477.636435,1565.115349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0.012461,0.011216,4,-5.283488,1.930742,Cluster 4 · road-sparse / intersection-sparse
C002_017,2,17,0.5625,1.0,40.555356,40.555356,7.2e-05,1.777778,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1544.773589,824.106422,1679.175383,1623.113162,1566.425176,0.0,0.0,0.0,0.0,0.0,0.0,0.02643,0.02643,0.0,0.0,0,0.0,8,0.012461,0.011277,4,-5.363094,2.115282,Cluster 4 · road-sparse / intersection-sparse
C002_018,2,18,0.5625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2093.273323,694.902895,932.277757,1328.137621,1892.825826,0.0,0.0,0.0,0.0,0.0,0.0,0.8484,0.8484,0.0,0.0,0,0.0,8,0.012461,0.011151,4,-5.504617,2.324847,Cluster 4 · road-sparse / intersection-sparse
C002_019,2,19,0.5625,5.0,252.864831,41.989188,0.00045,8.888889,1,1.777778,0,0.0,0,0.0,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,1764.810414,1188.119805,208.934591,1420.705018,1861.085712,0.0,0.0,0.023998,0.0,0.0,0.0,0.94513,0.969127,0.171995,0.305769,0,0.0,8,0.012461,0.01082,4,-4.752597,1.754054,Cluster 4 · road-sparse / intersection-sparse
C002_020,2,20,0.5625,260.0,11980.477427,38.470329,0.021299,462.222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1724.041297,1018.313329,585.803304,1360.487596,2035.782634,0.0,0.0,0.050739,0.0,0.0,0.0,0.506209,0.556948,1.295962,2.303932,2,3.555556,8,0.012461,0.010301,4,-4.30224,0.549065,Cluster 4 · road-sparse / intersection-sparse
C002_021,2,21,0.5625,15.0,645.072259,40.186226,0.001147,26.666667,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1988.738542,633.408269,1329.540281,791.948719,2296.170439,0.0,0.0,0.017853,0.0,0.0,0.0,0.900935,0.918788,0.036527,0.064937,0,0.0,8,0.012461,0.009018,4,-5.001385,1.540547,Cluster 4 · road-sparse / intersection-sparse
C002_022,2,22,0.5625,53.0,3940.769085,46.28275,0.007006,94.222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2462.28422,868.529469,2077.784687,537.300793,1823.43101,0.0,0.0,0.0,0.0,0.0,0.0,0.062395,0.062395,1.499376,2.665558,1,1.777778,8,0.012461,0.00795,4,-4.608837,0.927659,Cluster 4 · road-sparse / intersection-sparse
C002_023,2,23,0.5625,53.0,7229.414482,45.038092,0.012852,94.222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2450.639385,1013.609027,2826.959684,1036.91924,1077.599466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786731,1.398632,0,0.0,8,0.012461,0.006722,4,-4.983445,1.034605,Cluster 4 · road-sparse / intersection-sparse
C002_024,2,24,0.5625,772.0,68257.638174,52.429638,0.121347,1372.444444,7,12.444444,0,0.0,1,1.777778,0,0.0,0,0.0,2,3.555556,0,0.0,0,0.0,4,7.111111,1821.802762,1557.389829,2696.542587,410.606312,350.05795,0.0,0.0,0.0,0.0,0.004962,0.0,0.0,0.004962,4.097176,7.283869,7,12.444444,7,0.010903,0.003505,5,-2.835595,-0.720282,Cluster 5 · limited retail / low building coverage
C002_025,2,25,0.478186,242.0,19781.609363,54.885665,0.041368,506.078747,2,4.182469,0,0.0,0,0.0,0,0.0,1,2.091234,0,0.0,1,2.091234,0,0.0,0,0.0,1238.840979,1558.518724,2605.649027,583.094137,535.601494,0.0,0.0,0.0,0.0,0.001529,0.0,0.0,0.001529,4.660622,9.746454,22,46.007159,6,0.009346,0.002567,1,-3.223052,-1.300917,Cluster 1 · market-distant / service-light
C002_026,2,26,0.244481,52.0,3495.854302,46.361281,0.014299,212.695855,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,937.86665,868.076748,2642.327387,1227.577027,1235.995491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.352106,17.801441,14,57.264269,5,0.007788,0.001173,1,-3.981682,-1.890227,Cluster 1 · market-distant / service-light
C002_027,2,27,0.033657,6.0,1158.594717,118.105605,0.034424,178.269773,2,59.423258,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,59.423258,1046.634896,347.974449,2811.138533,1799.379573,1822.066158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090182,2.679443,0,0.0,3,0.004673,0.0,1,-4.617349,-2.325898,Cluster 1 · market-distant / service-light
C003_007,3,7,0.198696,107.0,14182.830969,79.83301,0.07138,538.511866,6,30.196927,0,0.0,0,0.0,1,5.032821,0,0.0,1,5.032821,0,0.0,0,0.0,4,20.131285,861.321415,726.282582,643.385,1118.281359,938.412408,0.053579,0.0,0.081919,0.0,0.0,0.0,0.0,0.135497,1.626794,8.187364,9,45.295391,3,0.004673,0.0,1,-2.779312,-3.141918,Cluster 1 · market-distant / service-light
C003_008,3,8,0.555922,448.0,61246.950646,87.81953,0.110172,805.868214,8,14.390504,0,0.0,0,0.0,1,1.798813,3,5.396439,0,0.0,0,0.0,0,0.0,4,7.195252,608.482988,852.190275,419.549344,476.55176,706.897309,0.0,0.0,0.076342,0.0,0.0,0.0,0.0,0.076342,8.34834,15.017103,33,59.360828,7,0.010903,0.003907,5,-2.103513,-1.080606,Cluster 5 · limited retail / low building coverage
C003_009,3,9,0.5625,461.0,71866.58258,114.384589,0.127763,819.555556,28,49.777778,1,1.777778,2,3.555556,13,23.111111,3,5.333333,1,1.777778,0,0.0,0,0.0,8,14.222222,387.092966,211.44295,29.253001,705.139714,35.538717,0.401225,0.0,0.0,0.0,0.001265,0.0,0.0,0.40249,8.333449,14.81502,42,74.666667,8,0.012461,0.007053,7,0.654431,-0.273088,Cluster 7 · residential land use / road-dense
C003_010,3,10,0.5625,78.0,6782.379684,54.875645,0.012058,138.666667,4,7.111111,0,0.0,0,0.0,0,0.0,2,3.555556,0,0.0,0,0.0,0,0.0,2,3.555556,631.645561,472.614013,360.715497,1084.910678,737.641778,0.012539,0.0,0.0,0.0,0.0,0.0,0.0,0.012539,2.972088,5.283712,6,10.666667,8,0.012461,0.009029,5,-3.012907,0.599644,Cluster 5 · limited retail / low building coverage
C003_011,3,11,0.5625,10.0,2935.981711,34.739297,0.00522,17.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,984.050281,890.020976,456.83062,1348.395706,890.020976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955589,3.476603,5,8.888889,8,0.012461,0.01131,4,-4.108168,1.223266,Cluster 4 · road-sparse / intersection-sparse
C003_012,3,12,0.5625,184.0,27703.429926,47.740526,0.049251,327.111111,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,959.91709,673.807448,662.942466,1152.227587,859.804712,0.194544,0.0,0.0,0.00051,0.0,0.0,0.0,0.195054,3.244301,5.767646,19,33.777778,8,0.012461,0.012711,5,-3.243034,0.39591,Cluster 5 · limited retail / low building coverage
C003_013,3,13,0.5625,1247.0,87365.073686,46.497647,0.155316,2216.888889,23,40.888889,1,1.777778,1,1.777778,0,0.0,3,5.333333,1,1.777778,1,1.777778,1,1.777778,15,26.666667,735.215428,154.496415,497.546356,553.781731,574.567035,0.001287,0.000539,0.139574,0.0,0.0,0.0,0.0,0.1414,9.212453,16.377694,36,64.0,8,0.012461,0.014152,3,-0.537636,-0.387836,Cluster 3 · building-dense / limited recreation POIs
C003_014,3,14,0.5625,2289.0,134392.640731,45.443511,0.23892,4069.333333,8,14.222222,0,0.0,0,0.0,1,1.777778,1,1.777778,0,0.0,1,1.777778,0,0.0,5,8.888889,759.691572,550.607712,130.915083,640.874403,550.607712,0.018868,0.0,0.0,0.0,0.004196,0.0,0.0,0.023064,7.59349,13.499537,39,69.333333,8,0.012461,0.014948,3,-1.130971,-0.415135,Cluster 3 · building-dense / limited recreation POIs
C003_015,3,15,0.5625,2008.0,128305.982967,53.883029,0.2281,3569.777778,13,23.111111,1,1.777778,2,3.555556,1,1.777778,2,3.555556,0,0.0,1,1.777778,0,0.0,6,10.666667,322.79601,204.18652,736.985941,593.786492,1144.971124,0.0,0.0,0.0,0.0,0.000477,0.0,0.0,0.000477,6.351103,11.290849,39,69.333333,8,0.012461,0.015501,3,-0.769804,-0.35668,Cluster 3 · building-dense / limited recreation POIs
C003_016,3,16,0.5625,196.0,21631.041207,76.411722,0.038455,348.444444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,515.529721,516.214614,1314.265694,863.919508,855.445977,0.0,0.0,0.0,0.0,0.002098,0.0,0.0,0.002098,1.472405,2.617609,3,5.333333,8,0.012461,0.01581,5,-3.63356,0.948836,Cluster 5 · limited retail / low building coverage
C003_017,3,17,0.5625,0.0,0.0,0.0,0.0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1245.931187,515.51527,1376.275292,1108.489964,857.840075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0.012461,0.01588,4,-5.033426,2.589041,Cluster 4 · road-sparse / intersection-sparse
C003_018,3,18,0.5625,4.0,169.703937,36.142684,0.000302,7.111111,1,1.777778,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1546.805845,263.618345,870.499147,598.500798,1296.629101,0.0,0.0,0.0,0.0,0.0,0.0,0.274794,0.274794,0.223942,0.39812,0,0.0,8,0.012461,0.015712,4,-4.335242,2.103584,Cluster 4 · road-sparse / intersection-sparse
C003_019,3,19,0.5625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1060.835009,946.928381,863.94667,782.723713,1112.213079,0.0,0.0,0.0,0.0,0.0,0.0,0.082538,0.082538,0.0,0.0,0,0.0,8,0.012461,0.015309,4,-5.135681,2.605956,Cluster 4 · road-sparse / intersection-sparse
