cell_id,grid_x,grid_y,area_km2,building_count,building_footprint_m2,median_building_footprint_m2,building_footprint_share,building_density_km2,poi_count,poi_density_km2,poi_healthcare,poi_healthcare_density_km2,poi_education,poi_education_density_km2,poi_food_drink,poi_food_drink_density_km2,poi_retail_markets,poi_retail_markets_density_km2,poi_transport,poi_transport_density_km2,poi_civic_religious,poi_civic_religious_density_km2,poi_recreation_culture,poi_recreation_culture_density_km2,poi_other,poi_other_density_km2,distance_healthcare_m,distance_education_m,distance_market_m,distance_park_m,distance_transport_m,landuse_residential_share,landuse_commercial_share,landuse_industrial_share,landuse_institutional_share,landuse_green_share,landuse_transport_share,landuse_other_share,mapped_landuse_share,road_length_km,road_density_km_km2,intersection_count,intersection_density_km2,cell_neighbor_count,cell_degree_centrality,cell_betweenness_centrality,cluster_id,pca_1,pca_2,urban_class,walk_node,walk_snap_distance_m,walk_distance_healthcare_m,walk_minutes_healthcare,walk_unreachable_healthcare,walk_distance_education_m,walk_minutes_education,walk_unreachable_education,walk_distance_market_m,walk_minutes_market,walk_unreachable_market,walk_distance_park_m,walk_minutes_park,walk_unreachable_park,walk_distance_transport_m,walk_minutes_transport,walk_unreachable_transport,walk_healthcare_10min_count,walk_healthcare_15min_count,walk_healthcare_30min_count,walk_education_10min_count,walk_education_15min_count,walk_education_30min_count,walk_market_10min_count,walk_market_15min_count,walk_market_30min_count,walk_park_10min_count,walk_park_15min_count,walk_park_30min_count,walk_transport_10min_count,walk_transport_15min_count,walk_transport_30min_count,drive_node,drive_minutes_healthcare,walk_drive_ratio_healthcare,drive_minutes_education,walk_drive_ratio_education,drive_minutes_market,walk_drive_ratio_market,drive_minutes_park,walk_drive_ratio_park,drive_minutes_transport,walk_drive_ratio_transport,built_intensity_proxy,service_gap_score,service_desert_score,largest_service_gap,walk_unreachable_service_count,heat_exposure_score,air_exposure_score,green_deficit_score,environmental_burden_score
C004_028,4,28,0.5625,35.0,1584.916557,34.899818,0.002818,62.222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1622.939242,814.121025,2764.956445,2558.682845,2833.600861,0.0,0.0,0.450199,0.0,0.0,0.0,0.0,0.450199,1.979359,3.518861,2,3.555556,8,0.012461,0.004983,4,-5.183042,0.083317,Cluster 4 · road-sparse / intersection-sparse,42310,464.944124,2875.859815,35.948248,False,1201.632708,15.020409,False,8138.690746,101.733634,False,4115.737072,51.446713,False,4598.161415,57.477018,False,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5660553704,5.39979,6.657341,1.54053,9.750156,14.294886,7.116785,7.576633,6.790181,8.49084,6.769297,15.733541,85.90591,42.471989,market,0,15.373,29.806,79.953,36.57
C004_029,4,29,0.561565,59.0,5389.313571,57.853669,0.009597,105.063491,1,1.780737,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.780737,2327.609721,1340.210105,3190.877234,2978.652116,2731.381319,0.0,0.0,0.527441,0.0,0.0,0.0,0.0,0.527441,3.862653,6.87837,8,14.245897,7,0.010903,0.001786,1,-5.056726,-0.999804,Cluster 1 · market-distant / service-light,30592,83.661537,4673.424947,58.417812,False,2903.03695,36.287962,False,4024.111895,50.301399,False,4959.957172,61.999465,False,3459.556714,43.244459,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660553704,5.39979,10.818533,1.54053,23.555503,14.294886,3.518839,7.576633,8.182984,8.49084,5.093072,18.170036,89.07465,45.340798,education,0,21.656,37.465,80.661,41.94
C004_030,4,30,0.283586,13.0,702.083931,24.084174,0.002476,45.841401,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2961.873261,1889.569027,3133.962448,3392.354446,2735.213383,0.0,0.0,0.017543,0.0,0.0,0.0,0.0,0.017543,1.936544,6.828761,4,14.105046,3,0.004673,0.0,1,-5.558688,-2.524166,Cluster 1 · market-distant / service-light,30576,202.182705,15514.28036,193.928505,False,3702.501788,46.281272,False,15497.116868,193.713961,False,15439.715958,192.996449,False,15192.893038,189.911163,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660553704,5.39979,35.91408,1.54053,30.042432,14.294886,13.551277,7.576633,25.472587,8.49084,22.366594,14.800415,90.999222,44.480646,education,0,18.313,33.383,81.423,39.365
C005_005,5,5,0.183744,236.0,25893.361147,75.416019,0.140921,1284.397179,5,27.211805,1,5.442361,0,0.0,0,0.0,1,5.442361,0,0.0,0,0.0,0,0.0,3,16.327083,286.216617,574.812627,31.159881,720.942901,648.329368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.178724,6.41504,5,27.211805,3,0.004673,0.0,1,-1.726261,-3.225666,Cluster 1 · market-distant / service-light,23,28.424032,295.956381,3.699455,False,2638.785917,32.984824,False,28.424032,0.3553,False,2561.947917,32.024349,False,2564.962414,32.06203,False,1,1,1,0,0,0,2,2,3,0,0,0,0,0,0,3829432897,0.619965,5.967198,4.495427,7.337417,0.0,,4.23875,7.55514,4.354976,7.362159,43.571799,59.933904,39.642129,education,0,45.295,39.176,66.509,48.457
C005_006,5,6,0.553467,584.0,57612.954793,71.030511,0.104095,1055.166986,4,7.227171,0,0.0,0,0.0,0,0.0,3,5.420378,0,0.0,0,0.0,0,0.0,1,1.806793,450.34435,750.17765,293.140819,555.124097,664.903206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.338905,6.032709,19,34.329063,7,0.010903,0.004296,5,-2.391391,-0.77193,Cluster 5 · limited retail / low building coverage,38896,88.064969,884.918539,11.061482,False,2011.015311,25.137691,False,529.009167,6.612615,False,1934.17731,24.177216,False,1937.191808,24.214898,False,0,1,5,0,0,12,1,3,10,0,0,1,0,0,2,11335711011,1.680384,6.58271,3.177748,7.910537,0.951183,6.951991,2.92107,8.276836,3.037297,7.972516,39.994816,66.912908,42.82218,education,0,41.633,36.672,63.079,45.258
C005_007,5,7,0.5625,1333.0,140990.82862,74.155788,0.25065,2369.777778,107,190.222222,6,10.666667,7,12.444444,10,17.777778,18,32.0,1,1.777778,2,3.555556,1,1.777778,62,110.222222,61.955504,108.97834,67.747171,67.864171,335.782657,0.0,0.0,0.0,0.010491,0.0,0.0,0.0,0.010491,11.49763,20.440231,82,145.777778,8,0.012461,0.007984,6,2.680007,-0.533086,Cluster 6 · high building coverage / retail-rich,14920,33.038221,105.934767,1.324185,False,213.69786,2.671223,False,105.934767,1.324185,False,106.97181,1.337148,False,487.112668,6.088908,False,3,4,13,9,15,68,9,14,43,2,2,4,2,2,10,4950261153,0.168554,7.856129,0.41887,6.37722,0.168554,7.856129,0.170957,7.821565,1.012086,6.016197,54.821151,26.244168,19.13008,education,0,66.664,64.736,47.512,61.201
C005_008,5,8,0.5625,896.0,128705.053375,109.464811,0.228809,1592.888889,79,140.444444,3,5.333333,7,12.444444,7,12.444444,16,28.444444,0,0.0,1,1.777778,1,1.777778,44,78.222222,469.629171,251.532837,157.642128,513.498935,580.281007,0.0,0.0,0.0,0.020946,0.0,0.0,0.0,0.020946,12.799977,22.755514,73,129.777778,8,0.012461,0.010718,3,0.860473,-0.564794,Cluster 3 · building-dense / limited recreation POIs,38736,37.460994,787.744867,9.846811,False,638.539713,7.981746,False,218.572162,2.732152,False,1700.61201,21.25765,False,975.018601,12.187733,False,1,2,48,5,8,184,1,3,109,0,0,12,0,1,21,7460647832,1.705951,5.772038,1.222123,6.531049,0.419359,6.515069,2.923261,7.271896,2.139258,5.697178,49.688958,53.985226,37.688908,park,0,65.14,64.51,61.664,64.05
C005_009,5,9,0.5625,1601.0,182416.941469,83.221173,0.324297,2846.222222,81,144.0,2,3.555556,12,21.333333,3,5.333333,14,24.888889,2,3.555556,2,3.555556,1,1.777778,45,80.0,282.444594,124.958627,65.028052,318.362904,365.829872,0.138631,0.0,0.0,0.112414,0.040723,0.0,0.004926,0.296694,12.995091,23.102384,81,144.0,8,0.012461,0.013825,6,2.178612,-0.442905,Cluster 6 · high building coverage / retail-rich,13838,30.026254,878.919692,10.986496,False,168.585394,2.107317,False,85.442689,1.068034,False,1136.233672,14.202921,False,577.917681,7.223971,False,0,7,119,6,25,368,4,19,230,0,1,19,1,4,49,3271037669,1.924809,5.707837,0.321855,6.547422,0.128773,8.293924,2.423448,5.860626,1.212318,5.958808,78.926905,36.178072,31.603768,park,0,68.981,72.376,15.669,56.841
C005_010,5,10,0.5625,2228.0,238171.178495,82.069892,0.423415,3960.888889,156,277.333333,8,14.222222,10,17.777778,14,24.888889,30,53.333333,2,3.555556,6,10.666667,4,7.111111,82,145.777778,219.854868,124.28036,79.886525,419.644499,86.437194,0.264251,0.0,0.0,0.008465,0.000916,0.0,0.0,0.273632,15.094292,26.834297,132,234.666667,8,0.012461,0.016134,6,3.57689,-0.690256,Cluster 6 · high building coverage / retail-rich,13070,4.438792,329.343332,4.116792,False,199.315359,2.491442,False,76.413661,0.955171,False,530.919233,6.63649,False,82.330364,1.02913,False,4,20,127,18,65,384,16,62,258,1,3,21,7,18,56,4114641771,0.672675,6.120035,0.372755,6.683861,0.167232,5.711664,0.978097,6.785105,0.180404,5.704572,91.394505,22.103421,20.962156,park,0,85.956,82.76,38.499,72.973
C005_011,5,11,0.5625,2481.0,260083.931032,72.307197,0.462371,4410.666667,167,296.888889,7,12.444444,23,40.888889,9,16.0,25,44.444444,3,5.333333,3,5.333333,3,5.333333,94,167.111111,215.668587,66.305279,112.602244,531.605219,315.974131,0.0,0.0,0.0,0.0,0.007153,0.0,0.0,0.007154,10.890079,19.36014,84,149.333333,8,0.012461,0.018501,6,3.162817,-0.560257,Cluster 6 · high building coverage / retail-rich,38447,26.975924,367.766436,4.59708,False,115.383111,1.442289,False,291.594667,3.644933,False,797.012828,9.96266,False,741.593971,9.269925,False,2,15,112,8,51,279,7,41,218,1,1,15,1,11,54,4965717974,0.789649,5.821679,0.205165,7.029891,0.482838,7.548971,1.78292,5.587832,1.654278,5.603608,74.468637,29.451788,24.940123,park,0,81.252,71.493,34.121,66.054
C005_012,5,12,0.5625,1518.0,159174.403102,67.892621,0.282977,2698.666667,50,88.888889,0,0.0,4,7.111111,2,3.555556,4,7.111111,2,3.555556,1,1.777778,0,0.0,37,65.777778,498.456285,266.079616,111.300711,648.106334,285.796877,0.000224,0.0,0.0,0.006001,0.001403,0.0,0.0,0.007629,7.35994,13.084338,43,76.444444,8,0.012461,0.020219,3,0.385903,-0.088759,Cluster 3 · building-dense / limited recreation POIs,11712,111.066399,1103.167405,13.789593,False,1023.95469,12.799434,False,830.904795,10.38631,False,820.073956,10.250924,False,809.212651,10.115158,False,0,4,50,0,4,87,0,4,84,0,1,8,0,8,36,11991447683,1.990155,6.928902,2.050642,6.24167,1.509755,6.879468,1.494771,6.857854,1.509755,6.699868,68.79212,53.654743,43.608039,education,0,60.754,56.446,44.114,55.086
C005_013,5,13,0.5625,1388.0,178848.475497,75.222985,0.317953,2467.555556,193,343.111111,13,23.111111,22,39.111111,11,19.555556,32,56.888889,16,28.444444,4,7.111111,4,7.111111,91,161.777778,246.306756,192.215145,212.280175,295.812492,185.460932,0.0,0.0,0.0,0.046855,0.018657,0.0,0.0,0.065512,11.06809,19.676604,95,168.888889,8,0.012461,0.021843,6,3.432791,0.097622,Cluster 6 · high building coverage / retail-rich,38266,26.579182,488.910784,6.111385,False,488.910784,6.111385,False,259.598609,3.244983,False,493.589378,6.169867,False,319.751059,3.996888,False,4,15,100,7,29,205,4,22,184,1,2,19,9,13,57,12180358694,0.815941,7.489988,0.815941,7.489988,0.541111,5.996885,1.514514,4.073827,0.815941,4.898504,57.87973,33.398134,24.957703,education,0,64.541,63.663,20.358,53.188
C005_014,5,14,0.5625,1908.0,258005.257784,106.198062,0.458676,3392.0,297,528.0,8,14.222222,17,30.222222,22,39.111111,79,140.444444,7,12.444444,7,12.444444,5,8.888889,152,270.222222,98.322655,76.642569,76.642569,76.642569,91.247621,0.066594,0.0,0.0,0.018241,0.055487,0.0,0.0,0.140321,15.281571,27.167238,170,302.222222,8,0.012461,0.022898,2,4.982848,-0.085452,Cluster 2 · recreation/culture-rich / transport-POI-rich,37845,16.951375,231.227607,2.890345,False,180.841262,2.260516,False,75.932746,0.949159,False,231.227607,2.890345,False,75.932746,0.949159,False,7,25,97,14,60,249,23,73,255,4,9,29,4,14,49,4483679149,0.448628,6.442625,0.380097,5.947201,0.136622,6.947344,0.448628,6.442625,0.136622,6.947344,87.50648,16.222784,15.006706,education,0,83.701,79.829,6.641,63.081
C005_015,5,15,0.5625,2033.0,244412.093757,94.217383,0.43451,3614.222222,462,821.333333,15,26.666667,34,60.444444,28,49.777778,165,293.333333,3,5.333333,9,16.0,7,12.444444,201,357.333333,200.531278,79.508386,129.975072,373.800307,265.267806,0.216233,0.016512,0.042283,0.141401,0.0,0.0,0.0,0.416429,13.531965,24.056827,138,245.333333,8,0.012461,0.023757,2,4.572231,-0.240103,Cluster 2 · recreation/culture-rich / transport-POI-rich,9445,21.098737,228.744983,2.859312,False,165.298053,2.066226,False,165.298053,2.066226,False,456.395822,5.704948,False,381.814802,4.772685,False,13,40,107,47,105,288,65,136,293,5,15,36,5,12,49,4524420738,0.418917,6.825484,0.334643,6.174411,0.334643,6.174411,0.703964,8.104034,0.607731,7.853283,90.020736,14.05521,13.213646,education,0,87.123,87.889,57.418,79.965
C005_016,5,16,0.5625,2860.0,221642.590013,58.417232,0.394031,5084.444444,201,357.333333,8,14.222222,17,30.222222,24,42.666667,45,80.0,1,1.777778,6,10.666667,6,10.666667,94,167.111111,42.568003,18.796526,4.816652,311.974198,448.70809,0.030275,0.0,0.0,0.001706,0.00253,0.0,0.071147,0.105659,14.021313,24.926779,144,256.0,8,0.012461,0.024113,6,4.778916,-0.282443,Cluster 6 · high building coverage / retail-rich,9522,14.498822,104.860748,1.310759,False,14.498822,0.181235,False,14.498822,0.181235,False,342.628874,4.282861,False,541.036659,6.762958,False,11,25,114,28,70,305,31,89,319,8,11,37,2,7,40,5660196598,0.18246,7.183815,0.0,,0.0,,0.56703,7.553142,0.818192,8.265735,86.884396,10.371306,9.555151,healthcare,0,83.173,82.504,31.726,70.077
C005_017,5,17,0.5625,564.0,117707.788469,54.694324,0.209258,1002.666667,35,62.222222,3,5.333333,7,12.444444,1,1.777778,4,7.111111,1,1.777778,1,1.777778,1,1.777778,17,30.222222,55.620138,55.620138,100.404435,178.904866,360.758643,0.000411,0.0,0.0,0.0,0.165485,0.0,0.251032,0.416928,5.260851,9.352624,26,46.222222,8,0.012461,0.024147,3,1.580292,0.985119,Cluster 3 · building-dense / limited recreation POIs,9371,13.526303,96.1812,1.202265,False,96.1812,1.202265,False,107.605419,1.345068,False,171.160833,2.13951,False,488.966356,6.112079,False,3,5,79,11,19,239,7,18,238,4,9,28,1,2,28,4450135582,0.416154,2.888988,0.158119,7.603548,0.14124,9.523263,0.392447,5.451724,0.91914,6.649781,55.520995,20.538491,15.057302,education,0,43.484,40.886,5.521,33.084
C005_018,5,18,0.5625,161.0,13070.987643,58.404216,0.023237,286.222222,3,5.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,5.333333,502.618677,414.913797,578.754827,75.450182,585.489352,0.0,0.0,0.0,0.0,0.697218,0.0,0.263355,0.960574,7.010704,12.463473,49,87.111111,8,0.012461,0.023722,5,-1.646172,1.757212,Cluster 5 · limited retail / low building coverage,8517,82.997435,883.355574,11.041945,False,628.965918,7.862074,False,1002.105467,12.526318,False,82.997435,1.037468,False,886.769976,11.084625,False,0,6,38,1,22,139,0,11,94,2,5,22,0,2,21,4476487955,0.600464,18.389012,0.733388,10.720206,1.048643,11.945269,0.0,,0.655133,16.91965,24.805599,40.056376,21.984285,market,0,24.868,36.68,0.972,23.028
C005_019,5,19,0.5625,714.0,83174.790419,111.726167,0.147866,1269.333333,20,35.555556,2,3.555556,2,3.555556,2,3.555556,2,3.555556,0,0.0,0,0.0,0,0.0,12,21.333333,520.49603,427.224665,558.261542,362.297137,398.464235,0.0,0.0,0.0,0.0,0.472301,0.0,0.0,0.472301,11.0603,19.662755,81,144.0,8,0.012461,0.023155,3,-0.310164,0.977515,Cluster 3 · building-dense / limited recreation POIs,37368,38.57378,917.307378,11.466342,False,917.307378,11.466342,False,917.307378,11.466342,False,767.823779,9.597797,False,364.361397,4.554517,False,0,1,14,0,2,54,0,2,30,1,2,10,1,1,8,5660204993,1.950912,5.877428,1.530176,7.493479,1.950912,5.877428,1.811134,5.299331,2.051076,2.22055,43.77916,54.791991,36.30928,education,0,48.484,56.734,10.902,41.976
C005_020,5,20,0.5625,789.0,110891.915995,134.456713,0.197141,1402.666667,27,48.0,1,1.777778,3,5.333333,0,0.0,6,10.666667,2,3.555556,0,0.0,0,0.0,15,26.666667,291.135372,343.835419,267.802198,530.66654,116.40345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833953,17.482583,87,154.666667,8,0.012461,0.022291,3,0.177789,0.169206,Cluster 3 · building-dense / limited recreation POIs,7797,26.460341,499.068498,6.238356,False,426.884198,5.336052,False,315.228967,3.940362,False,668.480625,8.356008,False,126.882274,1.586028,False,2,2,23,5,6,104,3,4,59,2,2,11,2,4,17,4353507337,0.965409,6.461878,0.739878,7.212066,0.668251,5.896532,1.238178,6.748633,0.183692,8.634178,46.578538,42.350311,28.775818,education,0,56.781,54.409,62.317,57.335
C005_021,5,21,0.5625,179.0,31125.267096,139.442453,0.055334,318.222222,4,7.111111,0,0.0,0,0.0,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,3,5.333333,922.949772,521.827974,803.639056,328.151429,766.768633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.982013,5.301357,19,33.777778,8,0.012461,0.020923,5,-2.620796,0.901425,Cluster 5 · limited retail / low building coverage,7331,158.675075,1064.356809,13.30446,False,665.511651,8.318896,False,1022.817773,12.785222,False,417.811931,5.222649,False,988.760507,12.359506,False,0,1,8,1,3,38,0,2,20,1,1,4,0,3,8,3952761146,1.869063,7.118253,0.942144,8.829747,1.65782,7.712069,0.588201,8.879022,1.428065,8.654724,29.108346,52.634137,30.246211,education,0,31.796,27.255,55.513,36.136
C005_022,5,22,0.5625,1.0,269.552801,269.552801,0.000479,1.777778,3,5.333333,0,0.0,0,0.0,0,0.0,1,1.777778,0,0.0,1,1.777778,0,0.0,1,1.777778,1194.212642,653.076932,1066.690165,766.484224,1074.814832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8,0.012461,0.019588,4,-4.417976,2.559981,Cluster 4 · road-sparse / intersection-sparse,31184,581.453909,3333.556655,41.669458,False,581.453909,7.268174,False,3312.443883,41.405549,False,1129.837934,14.122974,False,2377.454169,29.718177,False,0,0,0,1,1,2,0,0,0,0,1,2,0,0,1,9930039949,2.549909,16.341545,1.622991,4.478259,2.338667,17.704768,1.097852,12.864192,2.108912,14.091714,12.415759,71.646579,33.995912,market,0,9.242,9.553,67.488,23.912
C005_023,5,23,0.5625,214.0,46175.411547,70.785438,0.08209,380.444444,6,10.666667,0,0.0,1,1.777778,1,1.777778,0,0.0,1,1.777778,1,1.777778,0,0.0,2,3.555556,842.918087,468.899426,915.82149,655.737524,333.694234,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.00012,3.17063,5.636676,23,40.888889,8,0.012461,0.017982,5,-1.92685,0.692062,Cluster 5 · limited retail / low building coverage,31175,172.418649,1415.423956,17.692799,False,1483.126437,18.53908,False,1481.701358,18.521267,False,1452.16829,18.152104,False,2152.65514,26.908189,False,0,0,1,0,0,3,0,0,3,0,0,1,0,0,1,13042471215,3.441978,5.1403,0.019094,970.961978,3.391382,5.461274,3.689186,4.920354,0.019094,1409.283956,32.115086,76.51633,45.350503,education,0,32.737,28.88,46.757,34.892
C005_024,5,24,0.5625,167.0,22746.262499,56.322457,0.040438,296.888889,5,8.888889,0,0.0,0,0.0,0,0.0,1,1.777778,0,0.0,2,3.555556,0,0.0,2,3.555556,698.118624,500.745278,631.343434,897.370286,438.721734,0.0,0.0,0.011381,0.0,0.0,0.0,0.0,0.011381,4.815645,8.561147,26,46.222222,8,0.012461,0.01613,5,-2.275386,0.513824,Cluster 5 · limited retail / low building coverage,31051,142.682266,1025.680845,12.821011,False,1048.472687,13.105909,False,812.360976,10.154512,False,1180.060113,14.750751,False,1316.55044,16.45688,False,0,1,1,0,1,3,0,1,5,0,1,4,0,0,1,12848486068,2.773993,4.621861,3.51085,3.732973,2.723397,3.72862,2.75364,5.35682,3.51085,4.687435,27.397615,60.118585,33.930069,education,0,32.714,41.26,68.795,44.725
C005_025,5,25,0.5625,28.0,2168.70028,48.446149,0.003855,49.777778,3,5.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,5.333333,1178.655304,931.817511,480.846114,1359.460205,1182.62491,0.0,0.0,0.087919,0.0,0.0,0.0,0.0,0.087919,1.213181,2.156766,0,0.0,8,0.012461,0.013785,4,-4.306595,1.315818,Cluster 4 · road-sparse / intersection-sparse,30965,164.913687,2002.718755,25.033984,False,2277.46517,28.468315,False,6664.297483,83.303719,False,2641.343809,33.016798,False,3123.768152,39.047102,False,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4926280407,3.837702,6.523171,4.661075,6.107672,12.117176,6.874846,5.398923,6.115441,6.31313,6.185062,15.448419,84.700622,41.731193,market,0,14.308,26.093,74.075,33.374
C005_026,5,26,0.5625,368.0,24360.751426,45.438803,0.043308,654.222222,4,7.111111,0,0.0,2,3.555556,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1107.062507,222.594308,1090.335471,1493.346099,1931.250008,0.0,0.0,0.065056,0.0,0.0,0.0,0.0,0.065056,2.317204,4.119473,7,12.444444,8,0.012461,0.011715,5,-3.078218,0.245262,Cluster 5 · limited retail / low building coverage,30784,156.633881,1805.260729,22.565759,False,937.358311,11.716979,False,7010.640384,87.633005,False,2987.68671,37.346084,False,3470.111053,43.376388,False,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,5613553284,3.457031,6.527497,1.673019,7.003494,12.326528,7.109301,5.608276,6.659103,6.522482,6.650288,31.881804,79.67535,47.111303,market,0,31.244,38.635,75.381,44.865
C005_027,5,27,0.5625,111.0,7030.286656,49.159395,0.012498,197.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1383.444723,433.434682,1808.714984,1561.656214,2344.018405,0.0,0.0,0.16477,0.0,0.0,0.0,0.0,0.16477,1.81816,3.232285,4,7.111111,8,0.012461,0.009408,4,-4.398468,0.389516,Cluster 4 · road-sparse / intersection-sparse,42256,46.033102,2721.296663,34.016208,False,994.968063,12.437101,False,8016.500028,100.20625,False,3993.546354,49.919329,False,4475.970697,55.949634,False,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5660094786,5.765061,5.900408,2.199104,5.65553,15.028036,6.667954,8.309783,6.007296,9.22399,6.065665,20.813893,82.358087,43.228389,market,0,19.782,31.649,75.708,37.917
C005_028,5,28,0.5625,5.0,579.798855,41.89067,0.001031,8.888889,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1930.609026,1171.017319,2545.401412,1942.281568,2120.172111,0.0,0.0,0.081731,0.0,0.0,0.0,0.0,0.081731,0.558733,0.993303,1,1.777778,8,0.012461,0.006478,4,-5.322372,1.232796,Cluster 4 · road-sparse / intersection-sparse,30593,344.444026,6597.649339,82.470617,False,4827.261342,60.340767,False,5948.336287,74.354204,False,6884.181564,86.05227,False,5383.781106,67.297264,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660094786,5.765061,14.305247,2.199104,27.438793,15.028036,4.947699,8.309783,10.355537,9.22399,7.295895,13.141524,90.532659,43.351487,education,0,11.369,23.048,77.449,31.977
C005_029,5,29,0.5625,40.0,3707.576269,43.885427,0.006591,71.111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2581.77906,1429.261783,2441.301295,2496.226201,1981.116213,0.0,0.0,0.062585,0.0,0.0,0.0,0.0,0.062585,2.84547,5.058613,1,1.777778,8,0.012461,0.004179,4,-5.097153,0.498787,Cluster 4 · road-sparse / intersection-sparse,42254,145.332726,3916.809654,48.960121,False,2146.421657,26.830271,False,3267.496602,40.843708,False,4203.34188,52.541773,False,2702.941422,33.786768,False,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5660553704,5.39979,9.067041,1.54053,17.416258,14.294886,2.857225,7.576633,6.934713,8.49084,3.979202,16.874028,87.247278,43.732189,education,0,18.351,31.275,79.627,38.193
C005_030,5,30,0.330494,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3039.686379,1589.850906,2449.171374,2994.283653,2066.152772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.007788,0.000454,4,-6.514371,0.127322,Cluster 4 · road-sparse / intersection-sparse,30600,360.748961,3586.779938,44.834749,False,1816.391941,22.704899,False,2937.466886,36.718336,False,3873.312164,48.416402,False,2372.911706,29.661396,False,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,374130814,2.288369,19.592445,0.0,,1.36111,26.976768,2.675741,18.09458,0.675691,43.897896,11.430793,86.100311,40.345293,education,0,8.165,9.199,80.715,26.664
C006_004,6,4,0.130719,456.0,33619.240647,53.837983,0.257186,3488.386717,6,45.899825,0,0.0,2,15.299942,0,0.0,2,15.299942,0,0.0,0,0.0,0,0.0,2,15.299942,646.333476,165.036624,196.90928,715.896378,890.207478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.762753,13.485008,16,122.399534,3,0.004673,0.0,1,-1.13171,-3.982831,Cluster 1 · market-distant / service-light,100,26.056405,1005.399863,12.567498,False,292.086189,3.651077,False,366.007498,4.575094,False,881.095953,11.013699,False,1565.377146,19.567214,False,0,1,22,3,8,73,4,4,68,0,1,10,0,0,13,3313904864,2.627487,4.783086,0.699707,5.218006,0.881488,5.190196,2.28891,4.811766,3.646456,5.366092,60.368066,46.792379,35.665545,healthcare,0,64.86,60.451,66.291,63.675
C006_005,6,5,0.545692,1510.0,117666.167486,52.213483,0.215628,2767.129993,23,42.148338,2,3.665073,5,9.162682,4,7.330146,3,5.497609,0,0.0,1,1.832536,1,1.832536,7,12.827755,91.482608,116.132892,337.456317,264.048966,550.491848,0.110817,0.0,0.0,0.0,0.0,0.0,0.0,0.110817,7.032828,12.887913,69,126.445013,7,0.010903,0.00428,3,0.639405,-1.300568,Cluster 3 · building-dense / limited recreation POIs,35797,13.52025,85.998274,1.074978,False,112.657825,1.408223,False,456.49132,5.706141,False,279.908148,3.498852,False,870.860438,10.885755,False,1,2,26,6,7,94,3,8,78,1,3,9,0,3,15,4963264135,0.196974,5.457467,0.269359,5.228058,1.191432,4.789314,0.696502,5.023462,2.054047,5.299661,73.198548,30.987558,26.004489,market,0,59.72,56.213,53.39,56.91
