cell_id,grid_x,grid_y,area_km2,building_count,building_footprint_m2,median_building_footprint_m2,building_footprint_share,building_density_km2,poi_count,poi_density_km2,poi_healthcare,poi_healthcare_density_km2,poi_education,poi_education_density_km2,poi_food_drink,poi_food_drink_density_km2,poi_retail_markets,poi_retail_markets_density_km2,poi_transport,poi_transport_density_km2,poi_civic_religious,poi_civic_religious_density_km2,poi_recreation_culture,poi_recreation_culture_density_km2,poi_other,poi_other_density_km2,distance_healthcare_m,distance_education_m,distance_market_m,distance_park_m,distance_transport_m,landuse_residential_share,landuse_commercial_share,landuse_industrial_share,landuse_institutional_share,landuse_green_share,landuse_transport_share,landuse_other_share,mapped_landuse_share,road_length_km,road_density_km_km2,intersection_count,intersection_density_km2,cell_neighbor_count,cell_degree_centrality,cell_betweenness_centrality,cluster_id,pca_1,pca_2,urban_class,walk_node,walk_snap_distance_m,walk_distance_healthcare_m,walk_minutes_healthcare,walk_unreachable_healthcare,walk_distance_education_m,walk_minutes_education,walk_unreachable_education,walk_distance_market_m,walk_minutes_market,walk_unreachable_market,walk_distance_park_m,walk_minutes_park,walk_unreachable_park,walk_distance_transport_m,walk_minutes_transport,walk_unreachable_transport,walk_healthcare_10min_count,walk_healthcare_15min_count,walk_healthcare_30min_count,walk_education_10min_count,walk_education_15min_count,walk_education_30min_count,walk_market_10min_count,walk_market_15min_count,walk_market_30min_count,walk_park_10min_count,walk_park_15min_count,walk_park_30min_count,walk_transport_10min_count,walk_transport_15min_count,walk_transport_30min_count,drive_node,drive_minutes_healthcare,walk_drive_ratio_healthcare,drive_minutes_education,walk_drive_ratio_education,drive_minutes_market,walk_drive_ratio_market,drive_minutes_park,walk_drive_ratio_park,drive_minutes_transport,walk_drive_ratio_transport,built_intensity_proxy,service_gap_score,service_desert_score,largest_service_gap,walk_unreachable_service_count,heat_exposure_score,air_exposure_score,green_deficit_score,environmental_burden_score
C000_010,0,10,0.19717,304.0,20147.763268,31.837432,0.102185,1541.816818,3,15.215298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.215298,2491.511834,429.450659,924.619164,501.490344,429.450659,0.291702,0.0,0.258511,0.0,0.0,0.0,0.0,0.550213,1.178239,5.975752,3,15.215298,3,0.004673,0.0,1,-3.411812,-3.55041,Cluster 1 · market-distant / service-light,38234,1968.0933,6123.972945,76.549662,False,1968.0933,24.601166,False,3428.980793,42.86226,False,1968.0933,24.601166,False,1968.0933,24.601166,False,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,3270180428,3.800569,20.141632,3.208012,7.668665,1.806886,23.721623,0.0,,4.03253,6.100678,63.193364,84.972784,66.20741,healthcare,0,43.305,51.361,61.392,50.646
C000_011,0,11,0.33823,561.0,20738.914742,26.659169,0.061316,1658.635568,2,5.913139,0,0.0,0,0.0,0,0.0,1,2.95657,0,0.0,0,0.0,0,0.0,1,2.95657,2834.405535,465.943956,128.634776,393.645789,466.009617,0.236085,0.0,0.167517,0.0,0.0,0.0,0.0,0.403602,2.82733,8.359198,10,29.565696,5,0.007788,0.000512,1,-2.660902,-2.388206,Cluster 1 · market-distant / service-light,11657,1316.641455,5245.555734,65.569447,False,2777.528949,34.719112,False,1316.641455,16.458018,False,2777.528949,34.719112,False,2777.528949,34.719112,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5657753120,7.474632,8.772265,3.026595,11.471344,0.0,,0.0,,5.300967,6.549581,60.86055,84.895023,64.958556,education,0,41.905,55.373,58.126,50.674
C000_012,0,12,0.327572,64.0,5532.09658,24.239159,0.016888,195.377181,2,6.105537,0,0.0,0,0.0,0,0.0,1,3.052768,0,0.0,0,0.0,0,0.0,1,3.052768,2956.122542,1170.172727,652.809765,1090.542384,1170.249057,0.0,0.0,0.253587,0.0,0.0,0.0,0.0,0.253587,1.882125,5.745691,8,24.422148,5,0.007788,0.000773,1,-4.076805,-1.983759,Cluster 1 · market-distant / service-light,11657,606.23793,4535.152208,56.689403,False,2067.125423,25.839068,False,606.23793,7.577974,False,2067.125423,25.839068,False,2067.125423,25.839068,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5657753120,7.474632,7.58424,3.026595,8.537339,0.0,,0.0,,5.300967,4.874406,21.79886,80.093313,42.512982,education,0,24.067,37.123,71.135,40.404
C000_013,0,13,0.316913,25.0,2087.074123,70.817946,0.006586,78.885947,1,3.155438,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.155438,2805.360778,1063.59939,1356.386853,1829.94791,1684.636026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545854,1.722407,0,0.0,5,0.007788,0.000937,1,-5.241907,-0.917339,Cluster 1 · market-distant / service-light,38229,262.73045,4237.79387,52.972423,False,1606.319951,20.078999,False,2336.55853,29.206982,False,2867.82365,35.847796,False,2799.500034,34.99375,False,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5657753120,7.474632,7.086961,3.026595,6.634188,0.0,,0.0,,5.300967,6.60139,16.925868,84.758942,42.511289,healthcare,0,15.428,15.949,77.014,31.007
C000_014,0,14,0.306255,102.0,13927.089569,47.996685,0.045475,333.055861,2,6.530507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.530507,2478.543516,369.450421,1257.309436,2575.507133,1642.49229,0.0,0.0,0.214801,0.0,0.0,0.0,0.0,0.214801,2.585553,8.442486,7,22.856775,5,0.007788,0.001045,1,-4.153577,-2.200945,Cluster 1 · market-distant / service-light,11649,123.39763,3533.72615,44.171577,False,902.252232,11.278153,False,1632.49081,20.406135,False,2185.538802,27.319235,False,2095.432314,26.192904,False,0,0,0,0,2,9,0,0,9,0,0,1,0,0,2,3521870864,4.787078,9.227252,0.339042,33.264778,1.832261,11.137132,3.291041,8.301091,2.613414,10.022485,28.849145,78.003499,44.703405,healthcare,0,34.012,44.051,80.062,49.038
C000_015,0,15,0.295597,21.0,5548.691367,33.782623,0.018771,71.042757,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2268.850557,508.711931,1564.279296,2657.481062,1919.02691,0.0,0.0,0.23056,0.0,0.0,0.0,0.0,0.23056,1.118992,3.785536,0,0.0,5,0.007788,0.001115,1,-5.318289,-1.359792,Cluster 1 · market-distant / service-light,37599,538.45368,4168.891172,52.11114,False,538.45368,6.730671,False,2267.655833,28.345698,False,3065.445802,38.318073,False,2730.597337,34.132467,False,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,3521870864,4.787078,10.885792,0.339042,19.852034,1.832261,15.470336,3.291041,11.643145,2.613414,13.060489,19.569725,78.664463,40.702437,healthcare,0,20.747,29.969,80.117,38.817
C000_016,0,16,0.284938,27.0,7423.746622,39.557358,0.026054,94.757342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2297.235015,1227.266484,2106.706765,2723.655416,2406.792184,0.0,0.0,0.358061,0.0,0.0,0.0,0.0,0.358061,0.842237,2.955857,2,7.019062,5,0.007788,0.001153,1,-5.402158,-1.788711,Cluster 1 · market-distant / service-light,37599,1254.857174,4885.294666,61.066183,False,1254.857174,15.685715,False,2984.059327,37.300742,False,3781.849296,47.273116,False,3447.000831,43.08751,False,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,3521870864,4.787078,12.756462,0.339042,46.264829,1.832261,20.357764,3.291041,14.364181,2.613414,16.487058,21.280456,83.057932,43.828237,healthcare,0,21.967,29.751,80.28,39.27
C000_017,0,17,0.27428,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2555.7769,1969.436262,2057.390218,2788.765598,2853.16711,0.0,0.0,0.0,0.0,0.0,0.0,0.463498,0.463498,1.435231,5.23272,3,10.937726,5,0.007788,0.001162,1,-5.757263,-0.499792,Cluster 1 · market-distant / service-light,37599,1996.121657,5626.559149,70.331989,False,1996.121657,24.951521,False,3725.323809,46.566548,False,4523.113778,56.538922,False,4188.265313,52.353316,False,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,3521870864,4.787078,14.692049,0.339042,73.594213,1.832261,25.414797,3.291041,17.179644,2.613414,20.032538,11.430793,85.526827,40.076568,healthcare,0,13.433,18.682,80.389,32.009
C000_018,0,18,0.263622,48.0,2684.732024,52.786854,0.010184,182.079055,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2985.264374,1966.560469,1505.13981,2239.987485,3038.013365,0.0,0.0,0.0,0.0,0.0,0.0,0.70508,0.70508,0.526645,1.99773,2,7.586627,5,0.007788,0.001138,1,-5.31606,-1.350505,Cluster 1 · market-distant / service-light,37361,2517.946308,3924.211168,49.05264,False,2980.311125,37.253889,False,2517.946308,31.474329,False,3083.591493,38.544894,False,3591.491507,44.893644,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430164365,2.428422,20.19939,1.009667,36.897189,0.0,,1.165061,33.08401,2.024306,22.177297,19.932608,86.372473,44.878761,education,0,17.97,18.569,78.81,33.39
C000_019,0,19,0.252963,135.0,7946.856124,50.359787,0.031415,533.673913,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3031.395098,1684.428517,1192.953546,1491.985183,3154.042733,0.0,0.0,0.0,0.0,0.0,0.0,0.062689,0.062689,0.178603,0.706042,0,0.0,5,0.007788,0.001071,1,-5.432913,-1.210523,Cluster 1 · market-distant / service-light,37361,2521.977598,3928.242458,49.103031,False,2984.342415,37.30428,False,2521.977598,31.52472,False,3087.622782,38.595285,False,3595.522796,44.944035,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430164365,2.428422,20.22014,1.009667,36.947098,0.0,,1.165061,33.127261,2.024306,22.20219,29.212027,86.450233,49.732413,education,0,25.715,22.154,75.327,36.872
C000_020,0,20,0.242305,28.0,1465.846635,38.615913,0.00605,115.55676,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3000.768324,1033.046222,1306.11311,748.061908,3253.305808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.240375,5.11906,2,8.254054,5,0.007788,0.000936,1,-4.808962,-1.352952,Cluster 1 · market-distant / service-light,42314,2552.024672,6498.428625,81.230358,False,2552.024672,31.900308,False,6528.166281,81.602079,False,3964.765823,49.559573,False,5207.395166,65.09244,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653385060,7.270476,11.172633,0.0,,7.21988,11.302415,3.424585,14.471702,4.433298,14.682622,17.651633,89.288491,45.171923,education,0,18.779,22.208,66.944,32.02
C000_021,0,21,0.227696,395.0,24643.393435,48.042512,0.108229,1734.769314,1,4.391821,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.391821,3131.987853,659.394218,1713.034792,145.630996,2870.465763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.274752,5.598481,6,26.350926,5,0.007788,0.000679,1,-3.589493,-2.080863,Cluster 1 · market-distant / service-light,42321,2003.220616,5035.804526,62.947557,False,2003.220616,25.040258,False,6838.042168,85.475527,False,2003.220616,25.040258,False,3080.018651,38.500233,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5617955414,5.931279,10.612813,0.0,,7.779843,10.986793,0.0,,2.151042,17.898413,44.764126,85.86703,57.409387,market,0,44.106,40.607,49.471,44.223
C000_022,0,22,0.071607,11.0,793.426452,53.086794,0.01108,153.617325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3349.201608,437.6802,2261.981068,673.478333,2166.049381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363754,5.079897,0,0.0,3,0.004673,0.0,1,-5.087593,-2.2881,Cluster 1 · market-distant / service-light,42321,1301.887074,4334.470984,54.180887,False,1301.887074,16.273588,False,6136.708626,76.708858,False,1301.887074,16.273588,False,2378.685109,29.733564,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5617955414,5.931279,9.134773,0.0,,7.779843,9.859949,0.0,,2.151042,13.822867,19.310524,82.212286,42.410288,market,0,20.474,22.846,65.529,32.568
C001_009,1,9,0.211316,150.0,7237.354621,31.488479,0.034249,709.835763,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1644.792966,1194.69431,1311.901968,1025.89783,1194.69431,0.085742,0.0,0.253212,0.0,0.0,0.0,0.0,0.338954,0.994574,4.706561,4,18.928954,3,0.004673,0.0,1,-4.536099,-3.274465,Cluster 1 · market-distant / service-light,38716,1028.761164,2890.435925,36.130449,False,2704.18719,33.80234,False,1942.94905,24.286863,False,1028.761164,12.859515,False,2748.365937,34.354574,False,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,3270180428,3.800569,9.50659,3.208012,10.536851,1.806886,13.441284,0.0,,4.03253,8.51936,49.040954,76.312208,52.979424,education,0,30.607,41.361,70.319,44.299
C001_010,1,10,0.557989,86.0,9752.702428,49.090147,0.017478,154.124944,11,19.713656,0,0.0,2,3.584301,0,0.0,2,3.584301,1,1.792151,0,0.0,0,0.0,6,10.752903,2085.7223,468.810111,1052.838396,532.503477,468.810111,0.0,0.0,0.243894,0.0,0.0,0.0,0.0,0.243894,2.998518,5.373796,5,8.960753,7,0.010903,0.002527,5,-2.976584,-0.538357,Cluster 5 · limited retail / low building coverage,38425,1643.091415,4713.11772,58.913972,False,2962.585586,37.03232,False,3474.682456,43.433531,False,4598.700695,57.483759,False,3647.136948,45.589212,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13850379826,6.054094,9.731262,2.3499,15.759107,3.715989,11.688282,5.336511,10.771787,2.3499,19.400493,21.021255,88.763608,46.700978,education,0,23.328,35.257,62.481,37.291
C001_011,1,11,0.5625,78.0,9232.66464,42.967047,0.016414,138.666667,5,8.888889,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1,1.777778,3,5.333333,2261.247818,530.767519,685.688002,484.577837,530.826834,0.0,0.0,0.240783,0.0,0.0,0.0,0.0,0.240783,2.295271,4.080482,5,8.888889,8,0.012461,0.004476,5,-3.213319,0.214606,Cluster 5 · limited retail / low building coverage,38234,1040.066967,5195.946612,64.949333,False,1040.066967,13.000837,False,2500.95446,31.261931,False,1040.066967,13.000837,False,1040.066967,13.000837,False,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,11409222034,6.261381,10.373004,0.0,,3.923276,7.968322,5.543798,2.345114,0.0,,20.425091,79.393468,41.4871,healthcare,0,21.143,32.057,61.011,34.93
C001_012,1,12,0.5625,39.0,10141.940751,32.790749,0.01803,69.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2399.938597,1198.902146,937.35283,1128.012715,1198.977379,0.0,0.0,0.305833,0.0,0.0,0.0,0.0,0.305833,1.844833,3.279703,3,5.333333,8,0.012461,0.00504,4,-4.661186,0.261893,Cluster 4 · road-sparse / intersection-sparse,38234,405.260993,4561.140638,57.014258,False,405.260993,5.065762,False,1866.148486,23.326856,False,405.260993,5.065762,False,405.260993,5.065762,False,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,5657753120,7.474632,7.627701,3.026595,1.67375,0.0,,0.0,,5.300967,0.95563,19.466045,70.956454,36.670031,healthcare,0,20.14,29.285,71.625,36.212
C001_013,1,13,0.5625,370.0,17462.9899,37.557492,0.031045,657.777778,2,3.555556,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.555556,2220.570111,1091.142426,849.971431,1853.377914,1131.015919,0.001386,0.0,0.118367,0.0,0.0,0.0,0.0,0.119752,2.289355,4.069964,4,7.111111,8,0.012461,0.005572,5,-4.081085,-0.035394,Cluster 5 · limited retail / low building coverage,38230,96.888212,3545.985232,44.324815,False,1077.958446,13.474481,False,576.705472,7.208818,False,1077.958446,13.474481,False,1077.958446,13.474481,False,0,0,0,0,2,10,1,1,8,0,1,1,0,1,2,5657753091,7.530597,5.885963,3.082561,4.371197,0.463987,15.536678,0.463987,29.040635,5.356933,2.515335,42.483152,65.338258,42.789954,healthcare,0,29.16,39.156,77.123,44.649
C001_014,1,14,0.5625,216.0,28536.293755,45.142899,0.050731,384.0,6,10.666667,0,0.0,2,3.555556,2,3.555556,1,1.777778,0,0.0,0,0.0,0,0.0,1,1.777778,1964.837263,446.902261,693.649987,2011.49818,1077.955023,0.006208,0.0,0.165692,0.0,0.0,0.0,0.0,0.1719,3.706323,6.589019,12,21.333333,8,0.012461,0.005937,5,-2.973983,-0.230924,Cluster 5 · limited retail / low building coverage,9395,62.683779,2728.050331,34.100629,False,1027.754719,12.846934,False,826.814991,10.335187,False,1624.604961,20.307562,False,1289.756495,16.121956,False,0,0,0,0,2,10,0,3,10,0,0,1,0,0,5,2987261754,5.318223,6.412034,0.870187,14.763419,2.156408,4.792779,2.156408,9.417309,3.144559,5.126937,42.820114,69.994168,45.980617,healthcare,0,33.289,41.54,77.722,47.285
C001_015,1,15,0.5625,68.0,11432.443488,25.78027,0.020324,120.888889,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1702.104315,577.798813,1168.267595,2086.069854,1473.016311,0.0,0.0,0.310033,0.0,0.0,0.0,0.0,0.310033,1.184136,2.105131,0,0.0,8,0.012461,0.006177,4,-4.784733,0.404724,Cluster 4 · road-sparse / intersection-sparse,37599,588.654095,4219.091587,52.738645,False,588.654095,7.358176,False,2317.856248,28.973203,False,3115.646217,38.945578,False,2780.797752,34.759972,False,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,13277613613,3.839648,13.735281,1.05739,6.958811,0.884831,32.744338,2.343611,16.617764,1.665984,20.864532,20.943494,79.150467,41.606311,healthcare,0,20.365,28.806,78.103,37.754
C001_016,1,16,0.5625,49.0,11676.957942,33.694775,0.020759,87.111111,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,1748.923306,1258.861335,1836.722092,2178.408124,2074.26302,0.0,0.0,0.273726,0.0,0.0,0.0,0.0,0.273726,1.48841,2.646063,2,3.555556,8,0.012461,0.00631,4,-4.890813,0.314494,Cluster 4 · road-sparse / intersection-sparse,37600,1213.205348,4148.146519,51.851831,False,2028.247501,25.353094,False,2138.664996,26.733312,False,4033.729494,50.421619,False,2314.131484,28.926644,False,0,0,0,0,0,5,0,0,6,0,0,0,0,0,1,13277613613,3.839648,13.504319,1.05739,23.977052,0.884831,30.212904,2.343611,21.514498,1.665984,17.363101,20.29549,86.430793,45.097249,education,0,20.521,28.733,78.647,37.927
C001_017,1,17,0.5625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2084.539843,1489.142974,1792.112153,2272.717024,2301.409583,0.0,0.0,0.004367,0.0,0.0,0.0,0.394934,0.399301,0.363218,0.64572,1,1.777778,8,0.012461,0.006342,4,-5.753175,1.830823,Cluster 4 · road-sparse / intersection-sparse,37600,1901.683479,4836.62465,60.457808,False,2716.725631,33.95907,False,2827.143127,35.339289,False,4722.207624,59.027595,False,3002.609615,37.53262,False,0,0,0,0,0,5,0,0,6,0,0,0,0,0,1,4592271971,2.388256,25.314628,1.612023,21.066115,1.866867,18.929728,1.45663,40.523406,0.887183,42.305367,11.430793,88.335925,41.392868,education,0,9.312,20.051,78.974,30.486
C001_018,1,18,0.5625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2599.399928,1421.719183,1123.021735,2072.364803,2534.874325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,8,0.012461,0.006265,4,-5.953387,2.050949,Cluster 4 · road-sparse / intersection-sparse,37361,1973.562621,3379.827481,42.247844,False,2435.927438,30.449093,False,1973.562621,24.669533,False,2539.207805,31.740098,False,3047.10782,38.088848,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430164365,2.428422,17.397242,1.009667,30.157548,0.0,,1.165061,27.243289,2.024306,18.815752,11.430793,84.4479,39.570999,education,0,8.165,9.199,77.994,25.984
C001_019,1,19,0.5625,3.0,110.576677,34.715974,0.000197,5.333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2495.744514,1553.362144,660.067925,1536.25938,2610.6057,0.0,0.0,0.035253,0.0,0.0,0.0,0.893259,0.928513,0.183138,0.325579,0,0.0,8,0.012461,0.006054,4,-5.547538,1.591148,Cluster 4 · road-sparse / intersection-sparse,37361,1987.630609,3393.895469,42.423693,False,2449.995426,30.624943,False,1987.630609,24.845383,False,2553.275793,31.915947,False,3061.175808,38.264698,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430164365,2.428422,17.469656,1.009667,30.331714,0.0,,1.165061,27.394225,2.024306,18.902621,12.337999,84.564541,40.08596,education,0,9.798,20.805,75.49,30.073
C001_020,1,20,0.5625,370.0,19067.958315,38.069776,0.033899,657.777778,1,1.777778,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.777778,2467.083962,807.575353,857.438927,834.104146,2737.888425,0.0,0.0,0.036791,0.0,0.0,0.0,0.043688,0.08048,2.677849,4.76062,11,19.555556,8,0.012461,0.005667,5,-3.899039,-0.026454,Cluster 5 · limited retail / low building coverage,42314,2153.17149,6099.575443,76.244693,False,2153.17149,26.914644,False,6129.313099,76.616414,False,3565.912641,44.573908,False,4808.541983,60.106775,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653385060,7.270476,10.486892,0.0,,7.21988,10.611868,3.424585,13.015857,4.433298,13.558027,30.741317,88.452566,51.695917,market,0,30.288,39.654,68.196,43.043
C001_021,1,21,0.5625,1030.0,57419.462105,41.223263,0.102079,1831.111111,3,5.333333,0,0.0,1,1.777778,0,0.0,1,1.777778,0,0.0,0,0.0,0,0.0,1,1.777778,2658.809107,128.148157,1469.596326,395.432128,2637.193893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.306035,9.432951,17,30.222222,8,0.012461,0.005199,5,-2.66727,-0.469271,Cluster 5 · limited retail / low building coverage,42314,1689.286993,5635.690946,70.446137,False,1689.286993,21.116087,False,5665.428602,70.817858,False,3102.028144,38.775352,False,4344.657487,54.308219,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653385060,7.270476,9.689343,0.0,,7.21988,9.808731,3.424585,11.322643,4.433298,12.250072,44.764126,87.033437,58.18923,market,0,47.1,46.866,58.18,49.788
C001_022,1,22,0.556673,708.0,42797.466213,45.863571,0.076881,1271.84202,3,5.389161,0,0.0,1,1.796387,0,0.0,0,0.0,0,0.0,0,0.0,1,1.796387,1,1.796387,2981.211588,292.671485,2090.644873,243.034166,1993.885141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.220508,7.581666,13,23.353031,7,0.010903,0.003577,5,-2.940912,-0.787984,Cluster 5 · limited retail / low building coverage,42321,1137.949317,4170.533227,52.131665,False,1137.949317,14.224366,False,5972.770869,74.659636,False,1137.949317,14.224366,False,2214.747352,27.684342,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5617955414,5.931279,8.789279,0.0,,7.779843,9.596548,0.0,,2.151042,12.870203,40.150337,80.909798,51.855253,market,0,41.921,41.042,52.9,44.358
C001_023,1,23,0.391705,219.0,25286.475862,46.963199,0.064555,559.094642,1,2.552944,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.552944,2805.081273,595.552183,2872.592239,907.311033,1173.966279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.825151,4.659508,4,10.211774,5,0.007788,0.001238,1,-4.253242,-1.738733,Cluster 1 · market-distant / service-light,42321,306.329677,3338.913587,41.73642,False,306.329677,3.829121,False,5141.151229,64.26439,False,306.329677,3.829121,False,1383.127712,17.289096,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5617955414,5.931279,7.036664,0.0,,7.779843,8.260371,0.0,,2.151042,8.037546,32.581649,70.528771,41.99917,market,0,33.375,28.25,69.067,40.504
C001_024,1,24,0.15513,269.0,18863.531661,49.107842,0.121598,1734.029692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2155.111318,1357.966975,3168.285415,829.742691,458.549279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221329,7.87294,5,32.231035,4,0.006231,0.000571,1,-3.94908,-2.75687,Cluster 1 · market-distant / service-light,30943,38.978317,2491.381875,31.142273,False,619.158669,7.739483,False,4293.619518,53.670244,False,619.158669,7.739483,False,535.596,6.69495,False,0,0,0,1,1,1,0,0,0,1,2,3,1,1,1,2428930027,4.722874,6.593925,1.208405,6.404708,6.571438,8.1672,1.208405,6.404708,0.942636,7.102368,45.541731,67.457232,45.415607,market,0,47.294,44.331,68.033,51.442
C002_008,2,8,0.204958,40.0,3465.939084,50.433017,0.016911,195.162385,2,9.758119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.87906,1,4.87906,1010.341589,1085.574262,873.879296,173.502014,906.944389,4.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,0.805453,3.929851,3,14.637179,3,0.004673,0.0,1,-3.380903,-2.344923,Cluster 1 · market-distant / service-light,14299,64.342091,1183.941033,14.799263,False,1364.879084,17.060989,False,913.724613,11.421558,False,919.353549,11.491919,False,1025.461015,12.818263,False,0,1,6,0,0,25,0,2,15,0,1,2,0,1,7,9768786666,3.916173,3.779012,3.323616,5.133262,1.92249,5.941024,2.373999,4.840743,4.148134,3.090128,32.711249,61.829316,36.866811,education,0,21.928,21.781,50.233,28.953
C002_009,2,9,0.557004,169.0,14543.035384,44.153271,0.026109,303.40891,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1114.703678,908.502118,774.684906,664.187478,784.006418,0.041752,0.0,0.167942,0.0,0.0,0.0,0.0,0.209694,0.466956,0.838334,3,5.385957,7,0.010903,0.003425,4,-4.25126,-0.223099,Cluster 4 · road-sparse / intersection-sparse,14194,626.206341,1328.579847,16.607248,False,1509.517897,18.868974,False,1058.363427,13.229543,False,1801.917627,22.52397,False,1170.099828,14.626248,False,0,0,5,0,0,4,0,1,10,0,0,1,0,1,4,3269787385,1.478411,11.233171,1.593358,11.84227,0.930093,14.223898,3.313397,6.797848,1.188861,12.30274,41.472265,73.716952,47.830035,education,0,22.854,30.537,65.365,36.171
